iter	RMSE
259	57.81613125
260	57.81391392
261	57.81317584
262	57.81090069
263	57.80913019
264	57.80734814
265	57.80296354
266	57.79905366
267	57.79802811
268	57.79482081
269	57.79047411
270	57.78873937
271	57.78563409
272	57.78315566
273	57.782601
274	57.78028171
275	57.77716705
276	57.77530533
277	57.7736707
278	57.77020831
279	57.76875093
280	57.76596108
281	57.76429146
282	57.76200217
283	57.75771465
284	57.75671455
285	57.75475348
286	57.75065572
287	57.7486721
288	57.74511483
289	57.7401022
290	57.73888756
291	57.73795674
292	57.73639164
293	57.7322188
294	57.72963774
295	57.72618654
296	57.72394252
297	57.72231312
298	57.72008743
299	57.71823381
300	57.71718972
301	57.71648969
302	57.71484272
303	57.71246798
304	57.71097834
305	57.7094865
306	57.70664205
307	57.70403709
308	57.70225465
309	57.69994602
310	57.69925472
311	57.69439844
312	57.69231779
313	57.68925972
314	57.68595553
315	57.68456402
316	57.68082935
317	57.67900607
318	57.67678815
319	57.67554581
320	57.67433115
321	57.67062433
322	57.66893189
323	57.6673449
324	57.66654286
325	57.66326533
326	57.66154577
327	57.66097462
328	57.65839616
329	57.65687407
330	57.65636949
331	57.65497644
332	57.65259707
333	57.65205202
334	57.65085654
335	57.64908155
336	57.64628125
337	57.6457643
338	57.64391624
339	57.64034733
340	57.63921038
341	57.63680384
342	57.63536076
343	57.63465287
344	57.63326372
345	57.63218783
346	57.62999539
347	57.62871474
348	57.62768539
349	57.62557616
350	57.62282343
351	57.62059843
352	57.619
353	57.61771347
354	57.61552186
355	57.61353158
356	57.61193811
357	57.6094106
358	57.60762589
359	57.60541625
360	57.60383056
361	57.60260355
362	57.60139149
363	57.60097679
364	57.59923651
365	57.59723065
366	57.59250724
367	57.58883903
368	57.58703193
369	57.58538114
370	57.58432416
371	57.58276034
372	57.58046892
373	57.57611824
374	57.57556097
375	57.57205714
376	57.5711722
377	57.57022262
378	57.56896487
379	57.56768955
380	57.56703888
381	57.56623154
382	57.56460279
383	57.56263844
384	57.56091889
385	57.55635001
386	57.55493467
387	57.55323967
388	57.55262402
389	57.54901867
390	57.54755236
391	57.54692868
392	57.54277893
393	57.54134474
394	57.5404032
395	57.53866508
396	57.53832171
397	57.53716129
398	57.53525041
399	57.53476121
400	57.53090105
401	57.52953281
402	57.52815696
403	57.52702291
404	57.52640613
405	57.52469067
406	57.52388924
407	57.52297512
408	57.52216613
409	57.52154086
410	57.52085665
411	57.51890708
412	57.51736713
413	57.5163252
414	57.51583389
415	57.51303228
416	57.51100316
417	57.50920422
418	57.50857637
419	57.50787581
420	57.50597944
421	57.50520987
422	57.50359928
423	57.50175347
424	57.50115291
425	57.50032877
426	57.49651122
427	57.49586776
428	57.49517115
429	57.49458919
430	57.49367176
431	57.49296021
432	57.49220395
433	57.49133922
434	57.49044777
435	57.48807173
436	57.485151
437	57.48400267
438	57.48247892
439	57.48027168
440	57.47985421
441	57.47902602
442	57.47539314
443	57.47440176
444	57.47320294
445	57.47298769
446	57.47152194
447	57.47028366
448	57.46941289
449	57.46780294
450	57.46659705
451	57.46547715
452	57.46495573
453	57.46408155
454	57.46297937
455	57.46180139
456	57.46089262
457	57.45708315
458	57.45655903
459	57.45510216
460	57.45197631
461	57.45013308
462	57.44785228
463	57.44717072
464	57.44590558
465	57.44544389
466	57.44247936
467	57.44134373
468	57.44018068
469	57.43950936
470	57.43874843
471	57.43566202
472	57.43394715
473	57.4333608
474	57.43173711
475	57.43120177
476	57.43062059
477	57.42775137
478	57.4264647
479	57.42572758
480	57.42320512
481	57.42264327
482	57.42150587
483	57.42044972
484	57.41958353
485	57.41863349
486	57.41811908
487	57.41707369
488	57.41512278
489	57.4136275
490	57.41339258
491	57.41283423
492	57.41184981
493	57.40998447
494	57.40882825
495	57.40777338
496	57.40729782
497	57.40609675
498	57.40511364
499	57.40433742
500	57.40394374
501	57.40348137
502	57.40267135
503	57.40236461
504	57.39978024
505	57.39917842
506	57.39837357
507	57.39706249
508	57.39358964
509	57.39304794
510	57.39184836
511	57.39085147
512	57.38997328
513	57.38905499
514	57.38811428
515	57.38623464
516	57.38427802
517	57.38342628
518	57.38303316
519	57.38216212
520	57.38025809
521	57.37887303
522	57.37790244
523	57.37754776
524	57.37574308
525	57.37535689
526	57.3749057
527	57.37297446
528	57.37266097
529	57.37114767
530	57.37053968
531	57.36967005
532	57.36934955
533	57.36857203
534	57.36677233
535	57.36592107
536	57.36517392
537	57.36253618
538	57.36123212
539	57.36008504
540	57.35958971
541	57.35790686
542	57.35505804
543	57.35433217
544	57.35373354
545	57.35210719
546	57.35177461
547	57.35129923
548	57.35004133
549	57.34902868
550	57.34871438
551	57.34619275
552	57.34542846
553	57.34363567
554	57.34333826
555	57.34300802
556	57.34219329
557	57.34115794
558	57.34016369
559	57.3393012
560	57.33839451
561	57.33744734
562	57.33694172
563	57.33522449
564	57.33432129
565	57.33337188
566	57.33309636
567	57.33250486
568	57.33014658
569	57.32880513
570	57.32690489
571	57.32410396
572	57.32331416
573	57.32075794
574	57.32027423
575	57.31919072
576	57.31770222
577	57.3154812
578	57.31485067
579	57.31411067
580	57.31322825
581	57.31302773
582	57.31048166
583	57.30965021
584	57.30906469
585	57.3083775
586	57.30627041
587	57.30501069
588	57.30428668
589	57.30346559
590	57.30320336
591	57.30089356
592	57.29970797
593	57.2974582
594	57.29641366
595	57.29590363
596	57.29504953
597	57.292561
598	57.29204043
599	57.28947925
600	57.28893697
601	57.28867435
602	57.28810999
603	57.28785882
604	57.28717707
605	57.28606335
606	57.28461953
607	57.28393051
608	57.28187283
609	57.2810341
610	57.27864184
611	57.27649778
612	57.27335406
613	57.27310664
614	57.27246512
615	57.27098647
616	57.26962239
617	57.26907338
618	57.26842445
619	57.26549544
620	57.26323629
621	57.26268963
622	57.26251387
623	57.2622069
624	57.26027797
625	57.25947321
626	57.25910627
627	57.25830594
628	57.25770813
629	57.25482988
630	57.25376574
631	57.25181381
632	57.25097317
633	57.25063627
634	57.24934728
635	57.24856584
636	57.24796036
637	57.24675214
638	57.2463805
639	57.24523921
640	57.24476637
641	57.24332638
642	57.24288575
643	57.24088677
644	57.23886111
645	57.238097
646	57.2356567
647	57.23430091
648	57.23370606
649	57.23315248
650	57.23131902
651	57.23052427
652	57.22945749
653	57.22865512
654	57.22791275
655	57.22735722
656	57.22683528
657	57.22662672
658	57.226163
659	57.22538108
660	57.22516319
661	57.22468643
662	57.22428018
663	57.22400129
664	57.22329944
665	57.22278781
666	57.22242558
667	57.22181867
668	57.22124516
669	57.22103316
670	57.22045017
671	57.21858663
672	57.21757247
673	57.21576962
674	57.21393104
675	57.21319107
676	57.21304139
677	57.21249474
678	57.21072078
679	57.20972454
680	57.20907266
681	57.20853224
682	57.20762114
683	57.20732539
684	57.20693357
685	57.2052107
686	57.20501134
687	57.20375641
688	57.20187837
689	57.20129538
690	57.20003712
691	57.19941163
692	57.19894619
693	57.19828123
694	57.19705525
695	57.19685871
696	57.19510092
697	57.19469576
698	57.19413479
699	57.19263084
700	57.19196751
701	57.1904187
702	57.1900323
703	57.18968019
704	57.18949014
705	57.18862753
706	57.18713394
707	57.18547134
708	57.1848593
709	57.18306002
710	57.18242485
711	57.18179898
712	57.17921179
713	57.17803443
714	57.17695178
715	57.17570434
716	57.1751755
717	57.17435792
718	57.17337174
719	57.17213716
720	57.17078853
721	57.17041516
722	57.16993045
723	57.16975328
724	57.16936026
725	57.16836787
726	57.16733803
727	57.1664889
728	57.16532593
729	57.16392924
730	57.16315724
731	57.16277204
732	57.16185774
733	57.16127904
734	57.16075847
735	57.1602876
736	57.15973075
737	57.15931719
738	57.15898003
739	57.15868542
740	57.15790204
741	57.15719492
742	57.15669864
743	57.15638463
744	57.15593509
745	57.15563917
746	57.15512761
747	57.1542398
748	57.15355266
749	57.15314768
750	57.15242552
751	57.15086543
752	57.14979424
753	57.14831636
754	57.14813293
755	57.14750532
756	57.14703646
757	57.14651866
758	57.14607659
759	57.14591508
760	57.14561183
761	57.14525967
762	57.14455808
763	57.14402833
764	57.14314436
765	57.14245471
766	57.1419074
767	57.14141869
768	57.14057943
769	57.13999981
770	57.13897329
771	57.13862829
772	57.13847026
773	57.13769082
774	57.13645842
775	57.13591401
776	57.13550237
777	57.1345925
778	57.13428633
779	57.13413711
780	57.13289739
781	57.13258267
782	57.13209468
783	57.13166616
784	57.13119994
785	57.13062895
786	57.13021988
787	57.12961383
788	57.12946667
789	57.12886197
790	57.12820461
791	57.12778419
792	57.12661296
793	57.12631491
794	57.12587021
795	57.12490998
796	57.12460216
797	57.12412608
798	57.12369176
799	57.12224585
800	57.12194996
801	57.12137881
802	57.12104266
803	57.12076733
804	57.12040535
805	57.11931302
806	57.11899463
807	57.11885313
808	57.11838526
809	57.11810408
810	57.11740779
811	57.11603577
812	57.11556969
813	57.11543715
814	57.11501159
815	57.11453687
816	57.11404587
817	57.11368334
818	57.11326786
819	57.1121817
820	57.11156983
821	57.11130861
822	57.11100571
823	57.11086321
824	57.11048445
825	57.10983929
826	57.10957398
827	57.10832188
828	57.10778207
829	57.107346
830	57.10682728
831	57.10643246
832	57.10547583
833	57.10484754
834	57.10440146
835	57.10407019
836	57.10382401
837	57.1032359
838	57.10300258
839	57.10279415
840	57.10243932
841	57.101389
842	57.10092768
843	57.09997585
844	57.09939305
845	57.09782618
846	57.09751869
847	57.09702319
848	57.09661827
849	57.09582518
850	57.09505563
851	57.09354424
852	57.09339405
853	57.0924066
854	57.09176923
855	57.09139263
856	57.09034211
857	57.09010914
858	57.08978939
859	57.08947915
860	57.08905898
861	57.08801466
862	57.08751348
863	57.08703488
864	57.08676029
865	57.08618697
866	57.08595278
867	57.0835673
868	57.0826386
869	57.08126241
870	57.08100548
871	57.08025089
872	57.07798358
873	57.07754706
874	57.07669281
875	57.07647407
876	57.07431919
877	57.07222882
878	57.07169874
879	57.071263
880	57.06922413
881	57.06799583
882	57.0675265
883	57.06689907
884	57.06492759
885	57.0644645
886	57.06407996
887	57.06355075
888	57.06260881
889	57.06074294
890	57.06031834
891	57.06010353
892	57.05970016
893	57.05842594
894	57.0579335
895	57.05608609
896	57.05512291
897	57.05476824
898	57.05407642
899	57.05334407
900	57.05310207
901	57.05252566
902	57.05201218
903	57.05183114
904	57.05153028
905	57.05027277
906	57.04991874
907	57.0493468
908	57.04767642
909	57.04702086
910	57.04671169
911	57.04632412
912	57.0455495
913	57.04533533
914	57.04521857
915	57.04492686
916	57.04429525
917	57.04308079
918	57.04267975
919	57.04252105
920	57.04216
921	57.0416635
922	57.04156361
923	57.04060963
924	57.03991912
925	57.03937851
926	57.03925135
927	57.03891483
928	57.03817723
929	57.03777131
930	57.03749381
931	57.03704168
932	57.0365452
933	57.03596489
934	57.03559623
935	57.03469265
936	57.03308614
937	57.03267455
938	57.03084395
939	57.02982713
940	57.02956218
941	57.02894369
942	57.02840836
943	57.02809361
944	57.02679382
945	57.02670431
946	57.02611498
947	57.02462231
948	57.02418808
949	57.02337486
950	57.02299521
951	57.02245436
952	57.02088635
953	57.02051402
954	57.01995748
955	57.01962237
956	57.0192174
957	57.01878609
958	57.0185015
959	57.01821486
960	57.01809805
961	57.01769759
962	57.0174586
963	57.01711394
964	57.01674571
965	57.01646528
966	57.01619453
967	57.01592303
968	57.01447532
969	57.01437675
970	57.01410038
971	57.01302525
972	57.01247933
973	57.01101371
974	57.00966331
975	57.00947457
976	57.00797924
977	57.00759749
978	57.00703876
979	57.00651946
980	57.00529121
981	57.00502714
982	57.00449661
983	57.0041057
984	57.00390755
985	57.00361277
986	57.0033398
987	57.00286669
988	57.00264514
989	57.00163101
990	57.00093185
991	56.99981061
992	56.99856089
993	56.9983012
994	56.99798389
995	56.99774648
996	56.9975646
997	56.99720898
998	56.99656387
999	56.99618872
